object_name,RA,DEC,Redshift,hostRA,hostDec,Rpar,E(B-V),local,u-g,local.1,u-g.1,min,local.2,u-g.2,max,global,u-g.3,global.1,u-g.4,min.1,global.2,u-g.5,max.1,localmass,localmass_min,localmass_max,globalmass,globalmass_min,globalmass_max,localssfr,localssfr_min,localssfr_max,globalssfr,globalssfr_min,globalssfr_max,incl,hubble_resid,hubble_residerr,residbiascor,c,cerr,cbiascor,x1,x1err,x1biascor,mb,mberr,mbbiascor,r_a,r_b,theta,survey,host_ra,host_dec,host_Pcc,RA_deg,DEC_deg,prob_host_ra,prob_host_dec,prob_host_score,prob_host_2_ra,prob_host_2_dec,prob_host_2_score,prob_host_flag,sn_ra_deg,sn_dec_deg,prob_association_time,agreement_w_Pcc,prob_host_ls_id,prob_host_z_phot_median,prob_host_z_phot_std,prob_host_xr,prob_host_yr,prob_host_2_ls_id,prob_host_2_z_phot_median,prob_host_2_z_phot_std
AT2016aj,04:42:24.609,-21:43:27.74,0.06845,04:42:24.526,-21:43:31.40,1.481,0.16,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.061,9.059,9.136,10.781,10.781,10.781,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,36.3,-0.125,0.104,-0.071,0.022,0.046,0.016,-1.050,0.364,-0.040,18.131,0.055,-0.016,14.102,11.484,-57.69,Not,Targeted,,,,,,,,,,70.60219166666666,-21.725388888888887,1.0,70.6025375,-21.72437222222222,70.60225288850032,-21.72541675633667,0.9507055332560073,70.6022239539021,-21.7236693552764,0.031998075193138194,0,70.6025375,-21.72437222222222,2.5279250144958496,True,9906613414402758.0,0.081591,0.011071,1.0246013988478353,3.7603228120161702,9906613414402754.0,0.214202,0.131441
ASASSN-15hg,09:53:48.575,+09:11:38.03,0.03135,09:53:49.216,+09:11:37.74,2.173,0.2,1.456,1.456,1.456,1.456,1.456,1.456,8.66,8.633,8.662,10.48,10.48,10.48,-16.889,-31.613,-16.889,-22.941,-22.941,-22.941,28.6,0.014,0.056,-0.026,0.019,0.035,0.006,-1.261,0.108,-0.002,16.597,0.046,-0.008,17.086,15.092,-7.77,Not,Targeted,,,,,,,,,,148.45506666666665,9.193816666666667,1.0,148.4523958333333,9.193897222222223,148.4551269440475,9.19377828115004,0.9999957405604009,148.48003831515211,9.223068582562485,0.0,2,148.4523958333333,9.193897222222223,5.737795829772949,True,9906624935495556.0,0.029917,0.00149585,-9.831998571098666,0.4281878598568767,9906624935496048.0,0.672147,0.294086
12779,20:37:53.250,+01:13:15.99,0.07883,20:37:53.413,+01:13:09.98,1.942,0.02,1.456,1.455,1.456,0.945,0.916,0.955,8.306,8.282,8.345,10.745,10.743,10.767,-8.273,-8.273,-8.181,-18.175,-19.041,-12.568,32.9,0.080,0.085,-0.012,0.108,0.032,0.010,-0.619,0.263,-0.008,18.939,0.067,0.021,15.227,12.896,3.23,Not,Targeted,,,,,,,,,,309.4725541666666,1.219438888888889,1.0,309.47187499999995,1.2211083333333335,309.47265166652227,1.2194066153605438,0.9999941832769418,309.4817420031957,1.2308613830914152,0.0,2,309.47187499999995,1.2211083333333335,4.585144996643066,True,9906621970194996.0,0.079948,0.003997400000000001,-2.7959994803268273,6.126184702042625,9906621970195386.0,0.205951,0.071535
2005lz,02:10:49.759,+34:58:58.19,0.04159,02:10:48.589,+34:59:04.86,3.731,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.289,8.245,8.47,10.251,10.25,10.251,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.8,0.026,0.082,-0.053,0.091,0.031,0.014,-1.195,0.135,-0.012,17.412,0.058,-0.008,21.133,20.053,-16.9,Targeted,,,,,,,,,,,32.70245416666666,34.98468333333334,1.0,32.70732916666666,34.98283055555556,,,,,,,0,32.70732916666666,34.98283055555556,,,,,,,,,,
2005kc,22:34:07.339,+05:34:06.30,0.01448,22:34:06.727,+05:34:13.61,1.725,0.2,1.054,1.054,1.054,1.452,1.452,1.452,9.407,9.407,9.407,10.891,10.891,10.891,-11.065,-11.065,-11.065,-11.549,-11.549,-11.549,61.6,-0.000,0.137,-0.030,0.177,0.028,0.010,-0.725,0.048,0.006,15.296,0.074,-0.000,54.154,27.433,-77.32,Targeted,,,,,,,,,,,338.5280291666666,5.570447222222222,1.0,338.5305791666666,5.568416666666667,338.52820962316974,5.570319902599397,0.9997269656750917,338.54699248492585,5.621110402385207,0.0,2,338.5305791666666,5.568416666666667,6.365022897720337,True,9906623580080708.0,0.02084,0.00456,8.530356588676113,-6.8516493578272275,9906623580081086.0,1.018991,0.150157
2006ob,01:51:48.109,+00:15:48.30,0.05899,01:51:48.498,+00:15:49.96,0.853,0.0,1.799,1.785,1.817,1.718,1.717,1.718,9.546,9.471,9.57,11.544,11.544,11.544,-99.0,-99.0,-25.556,-11.402,-11.402,-11.402,47.2,-0.005,0.070,-0.106,-0.005,0.031,0.012,-2.390,0.158,-0.237,17.982,0.035,-0.036,34.859,24.225,13.52,Targeted,,,,,,,,,,,27.952075,0.26387777777777777,1.0,27.950454166666663,0.2634166666666667,27.952128071602708,0.263826950626441,0.99939375359588,27.958287161030956,0.2635797840465149,0.0006048677667486593,2,27.950454166666663,0.2634166666666667,4.642000198364258,True,9906621518912274.0,0.059164,0.0029582000000000002,-6.0260577697604845,-1.4770222551875767,9906621518912480.0,0.047906,0.042861
ATLAS16cxr,18:08:06.449,+25:24:31.61,0.01537,18:08:06.455,+25:24:31.97,0.656,0.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.336,8.326,8.342,8.306,7.918,8.316,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,23.6,0.383,0.136,-0.021,0.059,0.035,0.007,0.007,0.102,-0.006,15.344,0.077,0.001,4.258,3.917,-3.05,Not,Targeted,,,,,,,,,,272.0268958333333,25.408880555555555,1.0,272.0268708333333,25.408780555555555,272.02691309786263,25.408839159495454,0.9902502923297831,272.0277896599083,25.408783876851228,0.0047816731612976456,2,272.0268708333333,25.408780555555555,4.72278094291687,True,9906630808378092.0,0.031611,0.015727,-0.15215230557714676,-0.21097418363353881,9906630808378116.0,0.42936,0.184539
AT2017yk,09:44:31.790,-12:18:29.37,0.04685,09:44:32.131,-12:18:23.32,2.71,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.219,7.759,8.354,10.421,10.42,10.421,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,42.0,0.195,0.099,-0.067,0.153,0.041,0.020,-0.661,0.575,-0.040,17.954,0.052,0.001,16.104,12.162,9.5,Not,Targeted,,,,,,,,,,146.13387916666662,-12.30647777777778,1.0,146.1324583333333,-12.308158333333335,,,,,,,0,146.1324583333333,-12.308158333333335,,,,,,,,,,
SN2017cjv,10:10:45.647,-03:46:39.07,0.06106,10:10:45.609,-03:46:43.91,1.752,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.938,8.781,8.971,10.812,10.812,10.813,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,39.1,-0.045,0.093,-0.008,-0.097,0.039,-0.015,-1.441,0.340,-0.059,17.694,0.043,-0.048,13.061,10.264,-63.35,Not,Targeted,,,,,,,,,,152.6900375,-3.778863888888889,1.0,152.6901958333333,-3.777519444444444,152.69005070035243,-3.7789161361800137,0.9999848268138352,152.70336192641082,-3.759143836770875,0.0,2,152.6901958333333,-3.777519444444444,2.6057770252227783,True,9906620041991352.0,0.053874,0.003924,0.5224787311021828,5.028090248049999,9906620041991656.0,1.096325,0.429444
SN2016esh,16:04:14.346,+16:41:24.87,0.04592,16:04:14.368,+16:41:24.78,0.077,0.16,1.456,1.456,1.456,1.418,1.417,1.456,9.17,9.147,9.173,9.937,9.878,9.939,-13.279,-13.279,-13.279,-99.0,-99.0,-25.546,17.8,-0.265,0.080,-0.007,-0.083,0.039,-0.010,-1.227,0.281,-0.007,16.846,0.048,-0.036,9.913,9.457,6.38,Not,Targeted,,,,,,,,,,241.05986666666666,16.690216666666668,1.0,241.05977499999997,16.690241666666665,241.05987222577969,16.690168102081774,0.9999666071497718,241.0619790599981,16.691824646587587,2.7541928041439486e-05,2,241.05977499999997,16.690241666666665,4.850519895553589,True,9906627718808020.0,0.044573,0.00222865,-0.3500128069617858,0.26483250560858096,9906627718808084.0,0.50939,0.225531
350316,08:45:52.569,+43:49:07.83,0.07977,08:45:52.696,+43:49:06.26,2.225,0.0,1.32,1.15,1.359,1.368,1.353,1.368,7.981,7.935,8.018,9.008,8.989,9.014,-11.714,-11.714,-11.714,-11.714,-11.714,-9.901,66.8,-0.078,0.064,0.005,-0.066,0.027,-0.003,-0.447,0.098,-0.016,18.254,0.037,-0.003,6.746,2.937,71.89,Not,Targeted,,,,,,,,,,131.46956666666665,43.81840555555556,1.0,131.46903749999998,43.81884166666667,131.4696033093482,43.81829510156944,0.9985633487411273,131.4797397289963,43.82307405346472,0.0,2,131.46903749999998,43.81884166666667,2.2940096855163574,True,9907735947314120.0,0.095238,0.036997,-2.036913653580541,1.967634350032199,9907735947314236.0,0.594837,0.172136
380046,09:57:20.401,+03:04:12.52,0.09957,09:57:20.458,+03:04:13.20,1.464,0.12,1.406,1.405,1.43,1.209,1.209,1.221,8.94,8.925,8.964,9.616,9.586,9.689,-33.772,-33.772,-11.177,-10.776,-11.12,-10.776,32.7,0.064,0.074,-0.036,0.227,0.031,0.017,0.368,0.406,0.036,19.671,0.039,0.014,4.303,3.651,-23.02,Not,Targeted,,,,,,,,,,149.33524166666666,3.0703333333333336,1.0,149.33500416666664,3.070144444444445,149.33527807385067,3.070293948378005,0.9997786942686107,149.3361481436848,3.069583161578927,7.583515115569544e-09,2,149.33500416666664,3.070144444444445,4.305335760116577,True,9906622588847484.0,0.142558,0.035173,-0.9860658625370888,-0.538214160816608,9906622588847504.0,1.169427,0.229966
1999X,08:54:32.230,+36:30:41.10,0.02645,08:54:31.831,+36:30:34.74,2.31,0.12,1.456,1.455,1.456,1.456,1.456,1.456,8.501,8.5,8.503,10.204,10.204,10.204,-10.69,-10.69,-10.69,-20.774,-20.774,-20.774,26.1,-0.073,0.109,-0.022,0.022,0.049,0.004,-0.536,0.550,-0.006,16.044,0.114,-0.008,19.852,17.907,58.57,Targeted,,,,,,,,,,,133.63262916666667,36.50965,1.0,133.63429166666666,36.51141666666667,133.6326536146825,36.50962385143061,0.9577043933072428,133.63584969739117,36.50976453460428,0.04193133536031494,0,133.63429166666666,36.51141666666667,5.854168176651001,True,9907733849573512.0,0.02504,0.001252,5.896987142921262,6.454134849809634,9907733849573564.0,0.020033,0.034262
17258,02:22:57.270,+01:01:32.69,0.08835,02:22:57.281,+01:01:32.54,0.14,0.2,0.717,0.716,0.73,0.816,0.802,0.888,9.156,9.148,9.174,9.618,9.59,9.666,-8.319,-8.319,-8.275,-9.473,-9.763,-9.419,29.0,-0.197,0.083,-0.005,0.030,0.034,0.004,0.283,0.208,-0.003,18.559,0.066,0.009,3.803,3.346,1.24,Not,Targeted,,,,,,,,,,35.73867083333333,1.0257055555555554,1.0,35.738625,1.0257472222222221,35.73873474262125,1.0256636686582066,0.999986616105371,35.750122945243035,1.0341270021275424,0.0,2,35.738625,1.0257472222222221,2.3255410194396973,True,9906621804059648.0,0.088982,0.0044491,-0.39507343649347604,0.30079283045605365,9906621804118110.0,0.611764,0.393997
ASASSN-16av,11:51:28.254,+22:01:33.87,0.02803,11:51:28.215,+22:01:33.70,0.142,0.02,1.844,1.844,1.844,1.715,1.714,1.715,10.797,10.797,10.797,11.402,11.401,11.402,-99.0,-99.0,-99.0,-19.776,-19.776,-19.776,27.5,-0.077,0.062,-0.037,0.158,0.035,0.013,0.749,0.227,0.005,16.401,0.043,0.003,26.932,24.019,-52.05,Not,Targeted,,,,,,,,,,177.8675625,22.026027777777777,1.0,177.86772499999998,22.026075,177.86762150409777,22.025960275982264,0.9933198625521819,177.86068783524357,22.027976838781935,0.006678179394305875,2,177.86772499999998,22.026075,10.780887126922607,True,9906629574984202.0,0.030109,0.005397,0.3725852479533387,0.4130064638445674,9906629574984068.0,0.025689,0.003807
ASASSN-17at,11:38:33.683,+25:23:49.65,0.02745,11:38:33.689,+25:23:52.78,0.763,0.1,1.464,1.464,1.464,1.464,1.464,1.464,9.329,9.328,9.329,10.312,10.312,10.313,-11.334,-11.334,-11.334,-10.921,-10.921,-10.921,69.2,-0.086,0.060,-0.023,-0.001,0.034,0.004,-1.467,0.353,-0.010,16.172,0.039,-0.008,30.575,12.29,-54.99,Not,Targeted,,,,,,,,,,174.6403708333333,25.397994444444443,1.0,174.64034583333333,25.397125,174.64047580672994,25.39800640254684,0.9999713894190513,174.6460852534004,25.40826525142129,2.7066837985324372e-05,2,174.64034583333333,25.397125,5.991732120513916,True,9906630785305264.0,0.02537,0.0012685,-0.46790422779849905,-3.173049168630371,9906630785305368.0,0.542625,0.365893
ASASSN-15lg,13:15:32.812,+03:30:02.34,0.02036,13:15:32.716,+03:30:02.91,0.567,0.1,1.218,1.217,1.26,0.529,0.528,0.529,9.301,9.3,9.365,9.412,9.411,9.412,-9.06,-9.06,-9.06,-11.707,-11.707,-11.707,69.7,0.051,0.069,0.007,-0.080,0.040,-0.008,-1.241,0.154,0.001,15.397,0.052,-0.019,26.576,10.478,17.35,Not,Targeted,,,,,,,,,,198.88631666666663,3.5008083333333335,1.0,198.88671666666664,3.50065,198.88628797402825,3.5007770112930943,0.9999975713113094,198.9206542040479,3.5442195391440645,0.0,2,198.88671666666664,3.50065,7.551674127578735,True,9906622790371288.0,0.020151,0.00100755,1.5432934982186453,-0.4572406551400121,9906622790371902.0,0.708108,0.363001
420100,22:12:25.276,+00:51:05.10,0.09642,22:12:25.266,+00:51:05.11,0.427,0.14,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.196,10.195,10.196,10.849,10.728,10.85,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,28.3,-0.046,0.140,0.057,-0.141,0.092,-0.032,-1.965,0.421,-0.118,18.751,0.154,-0.027,5.376,4.762,-11.31,Not,Targeted,,,,,,,,,,333.10527499999995,0.8514194444444444,1.0,333.1053166666666,0.8514166666666666,333.1053436927216,0.8513253465702757,0.6919839010454023,333.10474136387415,0.8532295878438897,0.3075157112235051,1,333.1053166666666,0.8514166666666666,4.5572638511657715,True,9906621787672888.0,0.097621,0.0048810500000000005,-0.09729379787586367,0.328752347007244,9906621787672864.0,0.097645,0.00488225
2007is,16:47:14.590,+40:14:36.89,0.02841,16:47:14.778,+40:14:42.07,1.243,0.14,1.222,1.216,1.243,1.206,1.206,1.207,9.3,9.285,9.31,10.732,10.732,10.732,-10.776,-10.776,-10.776,-10.905,-10.905,-10.905,69.4,-0.104,0.101,-0.026,0.038,0.032,0.005,-0.411,0.184,-0.009,16.200,0.039,-0.008,42.703,17.0,54.25,Targeted,,,,,,,,,,,251.81157499999998,40.245019444444445,1.0,251.81079166666663,40.24358055555555,251.8115640370971,40.24507208030224,0.9999987547750068,251.83533741722206,40.286990909382546,0.0,2,251.81079166666663,40.24358055555555,7.211621046066284,True,9907734986231952.0,0.029529,0.00147645,-2.7805335496850603,-5.369489088084833,9907734986232320.0,0.649222,0.332928
ASASSN-17eb,15:38:34.022,+13:20:52.00,0.05087,15:38:33.497,+13:20:42.72,3.23,0.2,1.442,1.266,1.473,1.406,1.406,1.406,8.284,8.251,8.538,11.072,11.072,11.072,-19.054,-38.121,-18.332,-11.979,-11.979,-11.979,63.4,-0.230,0.077,-0.063,0.050,0.041,0.013,-1.493,0.210,-0.052,17.512,0.059,-0.014,25.784,12.438,1.32,Not,Targeted,,,,,,,,,,234.6395708333333,13.3452,1.0,234.6417583333333,13.347777777777779,234.6395908136752,13.345177030781356,0.9999955730441198,234.6426602932249,13.347764749200362,2.1669628230974207e-08,2,234.6417583333333,13.347777777777779,4.671893119812012,True,9906626439873066.0,0.049239,0.00246195,7.803070769216447,9.362689187123152,9906626439873132.0,0.586313,0.184683
ASASSN-17bs,17:52:06.129,+21:33:57.67,0.02038,17:52:05.871,+21:34:08.88,1.665,0.12,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.763,8.762,8.764,10.489,10.091,10.489,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,41.3,-0.113,0.062,-0.024,0.066,0.036,0.007,-1.021,0.196,0.001,15.633,0.061,-0.002,34.472,26.31,-78.22,Not,Targeted,,,,,,,,,,268.02446249999997,21.569133333333333,1.0,268.0255375,21.566019444444446,268.024614359025,21.56910847573025,0.8792391657976615,268.0274338944625,21.570096344592375,0.054351911050226,0,268.0255375,21.566019444444446,8.218579053878784,True,9906629421368744.0,0.01881,0.005319,3.3233075099133202,-11.120512628892243,9906629421368852.0,0.024152,0.008323
2006ej,00:38:59.770,-09:00:56.59,0.02033,00:39:00.237,-09:00:52.53,1.792,0.2,1.243,1.119,1.243,1.26,1.26,1.26,8.942,8.942,8.998,10.814,10.814,10.814,-11.402,-11.402,-11.402,-11.832,-11.832,-11.832,58.1,-0.086,0.105,-0.009,-0.030,0.024,-0.002,-1.487,0.047,-0.010,15.434,0.033,-0.014,35.793,19.874,57.96,Targeted,,,,,,,,,,,9.750987499999999,-9.014591666666666,1.0,9.749041666666665,-9.015719444444445,9.751011519264168,-9.014585925754265,0.8531884781848422,9.747639298675283,-9.002579102556597,0.1377680856646818,0,9.749041666666665,-9.015719444444445,4.419493913650513,True,9906618034293816.0,0.02038,0.001019,-7.091469351009749,-4.0806672846478875,9906618034293758.0,0.017406,0.006694
2008L,03:17:16.649,+41:22:57.60,0.01697,03:17:17.259,+41:23:07.68,2.499,0.02,1.737,1.696,1.777,0.529,0.528,0.529,9.12,9.087,9.171,9.859,9.858,9.859,-10.528,-10.911,-10.528,-20.774,-20.774,-20.774,21.6,-0.049,0.133,0.033,-0.097,0.039,-0.026,-1.682,0.102,-0.025,14.933,0.093,-0.047,21.855,20.383,-3.82,Targeted,,,,,,,,,,,49.32191249999999,41.385466666666666,1.0,49.31937083333332,41.382666666666665,,,,,,,0,49.31937083333332,41.382666666666665,,,,,,,,,,
1999cc,16:02:42.030,+37:21:34.40,0.03144,16:02:40.547,+37:21:34.63,1.686,0.2,0.529,0.529,1.456,1.206,1.206,1.207,8.27,8.264,8.729,10.958,10.958,10.958,-10.42,-10.42,-10.42,-10.69,-10.69,-10.69,26.4,-0.036,0.083,-0.025,-0.006,0.026,0.002,-1.606,0.075,-0.024,16.524,0.031,-0.014,43.4,39.062,-15.71,Targeted,,,,,,,,,,,240.66894583333334,37.35961944444445,1.0,240.675125,37.35955555555556,240.66894049559664,37.35948279180635,0.9983282135800392,240.6696160386138,37.363483375415846,0.0016709610356166777,2,240.675125,37.35955555555556,8.667116165161133,True,9907734099004568.0,0.031257,0.0015628500000000002,22.264215852112557,0.26194949715261373,9907734099004582.0,0.025147,0.016591
2000dk,01:07:23.519,+32:24:23.19,0.01636,01:07:23.934,+32:24:14.85,2.343,0.2,1.406,1.406,1.406,1.43,1.43,1.43,9.103,9.103,9.103,10.562,10.561,10.562,-99.0,-99.0,-99.0,-11.832,-11.832,-11.832,21.0,-0.022,0.127,-0.017,-0.015,0.029,0.000,-2.043,0.079,-0.029,15.137,0.048,-0.012,22.867,21.411,51.22,Targeted,,,,,,,,,,,16.849725,32.404125,1.0,16.847995833333332,32.406441666666666,16.854080696929675,32.41256138934731,0.8482115698084,16.84975791968929,32.40403223183585,0.15154576286570637,0,16.847995833333332,32.406441666666666,13.421172857284546,False,9906633064513802.0,0.019967,0.00454,-21.905508946832697,-22.031001650319126,9906633064513706.0,0.021118,0.006786
2007kk,03:42:23.260,+39:14:30.40,0.04275,03:42:24.016,+39:14:40.46,3.374,0.14,1.161,1.081,1.346,1.209,1.176,1.218,8.737,8.723,8.764,11.159,11.154,11.242,-8.815,-10.851,-8.815,-10.429,-10.429,-10.429,54.0,-0.123,0.078,-0.017,-0.018,0.040,0.002,0.964,0.132,0.054,16.713,0.120,-0.018,27.848,16.961,66.21,Targeted,,,,,,,,,,,55.60006666666666,39.244572222222224,1.0,55.596916666666665,39.24177777777778,,,,,,,0,55.596916666666665,39.24177777777778,,,,,,,,,,
ASASSN-15nr,17:26:41.835,+13:54:35.20,0.02343,17:26:41.502,+13:54:35.19,1.445,0.18,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.307,9.307,9.307,10.271,10.271,10.271,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.1,-0.104,0.060,-0.015,0.047,0.038,0.006,1.315,0.212,0.031,15.569,0.080,-0.001,14.89,14.57,-64.54,Not,Targeted,,,,,,,,,,261.67292499999996,13.909775,1.0,261.6743124999999,13.909777777777778,261.6729903530674,13.909675176637956,0.6799838302020803,261.677932651432,13.90760874118689,0.22904550177046726,1,261.6743124999999,13.909777777777778,9.320400953292847,True,9906626722137700.0,0.040457,0.006142,4.759728957083098,0.36936410336068093,9906626722137870.0,0.117825,0.277117
