object_name,RA,DEC,Redshift,hostRA,hostDec,Rpar,E(B-V),local,u-g,local.1,u-g.1,min,local.2,u-g.2,max,global,u-g.3,global.1,u-g.4,min.1,global.2,u-g.5,max.1,localmass,localmass_min,localmass_max,globalmass,globalmass_min,globalmass_max,localssfr,localssfr_min,localssfr_max,globalssfr,globalssfr_min,globalssfr_max,incl,hubble_resid,hubble_residerr,residbiascor,c,cerr,cbiascor,x1,x1err,x1biascor,mb,mberr,mbbiascor,r_a,r_b,theta,survey,host_ra,host_dec,host_Pcc,RA_deg,DEC_deg,prob_host_ra,prob_host_dec,prob_host_score,prob_host_2_ra,prob_host_2_dec,prob_host_2_score,prob_host_flag,sn_ra_deg,sn_dec_deg,prob_association_time,agreement_w_Pcc,prob_host_ls_id,prob_host_z_phot_median,prob_host_z_phot_std,prob_host_xr,prob_host_yr,prob_host_2_ls_id,prob_host_2_z_phot_median,prob_host_2_z_phot_std
2002de,16:16:30.379,+35:42:30.20,0.02573,16:16:30.638,+35:42:29.22,0.482,0.16,1.464,1.464,1.464,1.254,1.253,1.254,9.562,9.562,9.563,10.734,10.734,10.734,-38.121,-38.121,-38.121,-9.435,-9.435,-9.435,48.4,0.228,0.099,-0.030,0.115,0.027,0.008,0.458,0.345,0.001,16.429,0.032,-0.005,29.02,19.737,-9.21,Targeted,,,,,,,,,,,244.1276583333333,35.70811666666667,1.0,244.1265791666666,35.70838888888889,244.12791423695958,35.70807245441041,0.9950605069432338,244.1243579940836,35.708336380273494,0.004935150595927921,2,244.1265791666666,35.70838888888889,8.343622207641602,True,9907733643791756.0,0.027894,0.0013947,-4.806253054732679,1.139164122520242,9907733643791696.0,0.05435,0.209334
2004ef,22:42:10.019,+19:59:40.40,0.03002,22:42:10.514,+19:59:49.08,1.951,0.2,1.456,1.442,1.456,1.406,1.406,1.406,8.827,8.826,8.876,10.796,10.795,10.796,-9.757,-9.757,-9.723,-10.905,-10.905,-10.905,42.7,-0.083,0.076,-0.037,0.084,0.022,0.009,-1.402,0.026,-0.014,16.607,0.036,-0.006,29.383,21.946,2.66,Targeted,,,,,,,,,,,340.5438083333333,19.99696666666667,1.0,340.54174583333327,19.994555555555557,340.5438717108152,19.996903699210126,0.9560423770491665,340.54308678061915,19.99126894643932,0.027861235799574516,0,340.54174583333327,19.994555555555557,5.953221082687378,True,9906628909207110.0,0.024525,0.007229,-7.6531589349997375,-8.453317156447326,9906628909207096.0,0.045642,0.030833
ASASSN-16ip,02:27:21.766,-23:55:43.25,0.01698,02:27:21.811,-23:55:43.46,0.079,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.051,9.051,9.051,10.056,10.055,10.077,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,36.0,-0.048,0.074,-0.014,-0.018,0.033,0.003,-0.913,0.114,0.001,15.027,0.039,-0.006,22.534,18.419,-29.0,Not,Targeted,,,,,,,,,,36.84087916666666,-23.92873888888889,1.0,36.840691666666665,-23.928680555555555,36.84093343163276,-23.928797574399688,0.9994413279278849,36.8709713164435,-23.88064311826507,0.0,2,36.840691666666665,-23.928680555555555,5.895939826965332,True,9906612622991528.0,0.025013,0.002607,-0.8703538779542441,0.4212678388782365,9906612622992540.0,1.072903,0.555271
ASASSN-16em,13:32:13.557,+84:40:41.96,0.0239,13:32:13.238,+84:40:42.99,1.054,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.842,8.841,8.873,8.993,8.991,9.019,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,62.3,0.012,0.057,-0.025,0.062,0.037,0.007,0.427,0.147,-0.006,15.893,0.082,-0.002,7.941,3.952,86.91,Not,Targeted,,,,,,,,,,203.0551583333333,84.67860833333334,1.0,203.05648749999997,84.67832222222222,203.0557773352854,84.6785209231005,0.9999943497231134,203.03162800749865,84.70901789181481,0.0,2,203.05648749999997,84.67832222222222,3.6520960330963135,True,9907742578443864.0,0.024588,0.007259,2.5565929724734815,-0.7153231618303835,9907742578443844.0,0.702948,0.225082
PS16bnz,10:20:36.898,-02:28:00.30,0.06377,10:20:35.109,-02:28:05.99,4.844,0.06,1.291,1.156,1.456,1.762,1.762,1.763,8.237,7.95,8.465,11.658,11.658,11.659,-11.61,-11.61,-11.61,-42.46,-42.46,-42.46,43.4,-0.041,0.073,0.015,-0.120,0.036,-0.026,-1.104,0.227,-0.045,17.698,0.042,-0.060,29.77,22.013,-30.35,Not,Targeted,,,,,,,,,,155.14628749999997,-2.4683305555555557,1.0,155.15374166666666,-2.46675,155.14635601822872,-2.4683838402913123,0.812165901738206,155.15180532464606,-2.4651934100844772,0.18534083409039412,0,155.15374166666666,-2.46675,2.619626045227051,True,9906620514176004.0,0.056766,0.007409,26.588334376606326,5.881825048723499,9906620514176132.0,0.043982,0.055673
722,00:02:49.369,+00:45:04.39,0.08537,00:02:49.416,+00:45:06.94,1.635,0.2,1.207,1.192,1.221,1.07,1.07,1.07,9.433,9.416,9.446,11.287,11.287,11.287,-10.308,-10.308,-10.308,-13.92,-13.92,-13.92,34.5,0.010,0.072,0.015,-0.083,0.035,-0.009,-0.478,0.187,-0.014,18.458,0.072,-0.011,8.882,7.389,22.33,Not,Targeted,,,,,,,,,,0.7058999999999999,0.7519277777777778,1.0,0.7057041666666666,0.7512194444444444,0.7052685880526286,0.7515041086525273,0.82089168780166,0.7033562556760583,0.7535048288333023,0.1543463045643803,0,0.7057041666666666,0.7512194444444444,4.739229917526245,False,9906621700513710.0,0.055901,0.013312,1.568083010536725,-1.0247911490981476,9906621700513630.0,0.190209,0.11324
SN2017ckx,07:48:10.893,+28:13:50.55,0.02837,07:48:10.962,+28:13:49.29,0.65,0.0,1.462,1.461,1.462,1.22,1.22,1.221,10.466,10.466,10.467,10.472,10.472,10.473,-11.065,-11.065,-11.065,-11.065,-11.065,-11.065,64.5,0.172,0.116,0.001,-0.006,0.040,0.004,1.979,0.570,0.088,16.026,0.049,0.001,15.369,7.171,-8.16,Not,Targeted,,,,,,,,,,117.04567499999999,28.23035833333333,1.0,117.04538749999998,28.230708333333332,117.04572288586495,28.230292675022618,0.9961234332715189,117.04672975718681,28.232562118266994,0.0015597606418555057,2,117.04538749999998,28.230708333333332,8.028845071792603,True,9906631699602744.0,0.027134,0.0013567,-1.2073891138982162,1.496369918572782,9906631699602782.0,0.597851,0.333402
2006ef,02:04:19.510,-08:43:42.20,0.01742,02:04:18.959,-08:44:06.95,3.177,0.18,1.407,1.216,1.455,1.218,1.217,1.218,8.356,8.149,8.406,10.684,10.684,10.684,-20.774,-20.774,-20.774,-9.385,-9.385,-9.385,41.1,0.052,0.124,-0.014,-0.016,0.027,0.001,-1.459,0.073,-0.009,15.267,0.034,-0.011,36.436,27.886,84.14,Targeted,,,,,,,,,,,31.078995833333334,-8.735263888888888,1.0,31.08129166666667,-8.728388888888889,31.079063267709888,-8.73530426364571,0.9999686082374428,31.127439638013705,-8.696904864109616,0.0,2,31.08129166666667,-8.728388888888889,5.5296220779418945,True,9906618133127216.0,0.017812,0.0008906000000000001,8.022236244411829,24.895349124560084,9906618133185728.0,0.726399,0.260628
SN2017jl,00:57:31.891,+30:11:06.84,0.01524,00:57:31.528,+30:11:09.55,2.109,0.06,1.442,1.417,1.456,1.43,1.222,1.431,8.579,8.529,8.596,9.22,9.205,9.221,-11.421,-18.168,-11.421,-10.766,-10.766,-10.766,47.3,-0.210,0.095,-0.015,0.012,0.033,0.004,0.646,0.143,-0.003,14.499,0.054,-0.001,16.871,11.697,-24.05,Not,Targeted,,,,,,,,,,14.381366666666663,30.185986111111113,1.0,14.382879166666664,30.185233333333333,14.381398963566893,30.185927545305333,0.9972848533808312,14.38586795940564,30.186690630426554,0.0010711184296477454,2,14.382879166666664,30.185233333333333,6.285032272338867,True,9908831359667568.0,0.024238,0.007543,5.328731159174538,-2.49916309920053,9908831359667654.0,0.006017,0.183815
12898,01:47:10.339,-00:08:49.09,0.08289,01:47:10.314,-00:08:48.47,1.388,0.2,0.86,0.859,1.456,0.902,0.888,0.931,9.478,9.147,9.48,10.139,10.111,10.145,-9.359,-10.42,-9.359,-9.448,-9.463,-9.419,32.9,-0.005,0.062,-0.015,0.071,0.021,0.008,-0.052,0.086,-0.004,18.770,0.031,0.011,4.646,3.932,-56.65,Not,Targeted,,,,,,,,,,26.792974999999995,-0.14679722222222222,1.0,26.79307916666666,-0.14696944444444443,26.793042317221772,-0.1468614763371083,0.9453831058703027,26.79267196809616,-0.1471679956379885,0.04123259618041642,0,26.79307916666666,-0.14696944444444443,2.6980249881744385,True,9906621329901248.0,0.142959,0.03024,0.13265800160127128,-0.3886851864100538,9906621329901232.0,0.031105,0.038765
PS15bjg,22:55:10.423,-00:24:36.87,0.06763,22:55:10.014,-00:24:33.72,2.151,0.0,1.741,1.701,1.779,1.303,1.303,1.533,9.123,9.044,9.23,11.334,11.333,11.604,-13.056,-13.056,-11.617,-12.625,-42.46,-12.625,22.3,0.210,0.101,0.022,-0.128,0.047,-0.031,-0.909,0.269,-0.059,18.039,0.068,-0.067,17.066,15.839,-19.66,Not,Targeted,,,,,,,,,,343.791725,-0.4093666666666667,1.0,343.79342916666667,-0.41024166666666667,343.7918191725568,-0.409400458123421,0.9922743934989935,343.79937737429316,-0.4091787206300652,0.007661254747497614,2,343.79342916666667,-0.41024166666666667,2.7858729362487793,True,9906621318628994.0,0.068888,0.0034444000000000002,5.79597879548146,-3.0283507556843503,9906621318629304.0,0.064997,0.056379
ASASSN-15uu,01:43:56.605,+17:03:45.34,0.02632,01:43:56.535,+17:03:42.99,0.775,0.18,0.529,0.529,0.529,0.529,0.528,0.529,9.173,9.172,9.173,9.74,9.739,9.741,-8.296,-8.296,-8.296,-9.487,-9.487,-9.487,34.9,-0.015,0.061,-0.032,0.145,0.035,0.012,0.967,0.215,0.016,16.257,0.052,0.002,17.661,14.63,18.54,Not,Targeted,,,,,,,,,,25.985562499999997,17.061941666666666,1.0,25.985854166666666,17.062594444444446,25.985683292853725,17.062032691479956,0.9218745713222165,25.983624823383025,17.06488593122356,0.07152094123757367,0,25.985854166666666,17.062594444444446,5.819384813308716,True,9906627755182162.0,0.01561,0.006948,0.6151457265872295,2.0223106721644513,9906627755182128.0,0.015458,0.023249
SN2016ixf,10:39:44.563,+15:02:04.90,0.06706,10:39:44.551,+15:02:04.80,1.448,0.12,1.232,0.764,1.353,0.802,0.592,1.347,7.797,7.717,7.867,7.874,7.801,7.986,-9.21,-9.234,-9.193,-8.199,-8.287,-8.181,51.4,0.169,0.097,0.007,-0.107,0.040,-0.017,0.777,0.365,0.012,17.790,0.049,-0.049,1.78,1.145,22.39,Not,Targeted,,,,,,,,,,159.93562916666667,15.034666666666666,1.0,159.93567916666666,15.034694444444444,159.9356098608356,15.034650638985099,0.999403796120945,159.94977807495633,15.049797618920211,0.0,2,159.93567916666666,15.034694444444444,2.536893844604492,True,9906627062139388.0,0.202652,0.209494,0.24950099182206031,0.157699653642851,9906627062139732.0,0.726087,0.138811
2008C,06:57:11.530,+20:26:13.70,0.01725,06:57:11.679,+20:26:14.58,0.522,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.805,9.805,9.805,10.434,10.434,10.434,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,68.1,-0.109,0.124,-0.026,0.116,0.031,0.008,-0.726,0.118,0.006,15.384,0.059,-0.000,38.153,15.875,-27.23,Targeted,,,,,,,,,,,104.29866249999999,20.437383333333333,1.0,104.29804166666666,20.43713888888889,,,,,,,0,104.29804166666666,20.43713888888889,,,,,,,,,,
370566,10:39:56.422,+58:24:53.70,0.07142,10:39:56.362,+58:24:54.12,0.867,0.16,1.288,1.262,1.299,1.046,1.046,1.139,8.999,8.989,9.001,9.65,9.639,9.653,-10.326,-10.326,-10.326,-9.861,-9.861,-9.861,43.2,-0.034,0.080,-0.005,0.007,0.033,0.003,-0.134,0.098,-0.009,18.221,0.035,0.005,7.247,5.379,63.49,Not,Targeted,,,,,,,,,,159.98484166666665,58.415033333333334,1.0,159.98509166666668,58.41491666666666,159.98494939839952,58.414965690889886,0.9999121308855198,159.989708679938,58.39574039164421,0.0,2,159.98509166666668,58.41491666666666,2.363737106323242,True,9907739452182158.0,0.089316,0.01885,0.5121657617564779,-0.17648720360341486,9907739452182194.0,0.905758,0.218204
PS16n,05:03:43.984,+03:24:45.03,0.05321,05:03:43.832,+03:24:42.78,2.524,0.16,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.112,9.089,9.184,10.326,10.296,10.327,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,56.1,0.025,0.073,-0.027,-0.054,0.041,-0.002,-0.261,0.198,-0.042,17.401,0.062,-0.027,9.7,5.641,-64.56,Not,Targeted,,,,,,,,,,75.93263333333331,3.4118833333333334,1.0,75.93326666666665,3.4125083333333333,,,,,,,0,75.93326666666665,3.4125083333333333,,,,,,,,,,
AT2017ns,02:49:10.373,+14:36:02.86,0.02839,02:49:10.155,+14:36:03.41,1.276,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.534,9.049,9.571,10.319,10.319,10.319,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,34.3,-0.156,0.073,-0.051,0.228,0.042,0.019,-1.074,0.321,-0.003,16.814,0.074,0.008,12.092,10.087,-9.42,Not,Targeted,,,,,,,,,,42.29231249999999,14.600947222222223,1.0,42.29322083333333,14.600794444444444,42.292384086120585,14.600888190089924,0.9805938831521905,42.29368420066824,14.60018051879956,0.014502025041902433,0,42.29322083333333,14.600794444444444,3.493628978729248,True,9906626849538068.0,0.031788,0.013505,3.0122899658806546,-0.33748432372533443,9906626849538096.0,0.209914,0.092866
PS15ahs,17:59:29.769,+43:23:24.34,0.02526,17:59:29.798,+43:23:31.28,2.333,0.04,1.215,0.802,1.221,1.209,1.209,1.209,8.257,8.206,8.449,9.819,9.819,9.835,-9.018,-9.018,-8.546,-9.018,-9.018,-9.018,67.9,0.083,0.047,-0.002,-0.070,0.031,-0.005,0.184,0.106,-0.008,15.729,0.040,-0.015,26.059,10.914,-31.74,Not,Targeted,,,,,,,,,,269.8741583333333,43.392022222222224,1.0,269.8740375,43.39009444444444,269.87407163766545,43.39193843883055,0.9999938098595534,269.89871035676384,43.44167648935729,0.0,2,269.8740375,43.39009444444444,4.203841924667358,True,9907735905111580.0,0.026072,0.006165,-0.12289559567761899,-6.638379789984583,9907735905111984.0,0.448345,0.171481
2004ey,21:49:07.810,+00:26:39.19,0.01531,21:49:07.303,+00:26:50.43,2.846,0.04,1.195,1.195,1.207,1.222,1.222,1.222,8.55,8.515,8.55,9.959,9.959,9.96,-10.033,-10.033,-10.033,-10.468,-10.468,-10.468,53.2,-0.022,0.127,0.072,-0.136,0.026,-0.048,0.082,0.024,-0.026,14.398,0.073,-0.076,33.608,20.86,16.46,Targeted,,,,,,,,,,,327.28042916666664,0.4473416666666667,1.0,327.28254166666665,0.44421944444444444,327.28046502895137,0.4472974343972754,0.9629012117360046,327.28245089639665,0.4427725228301657,0.02875785974355007,0,327.28254166666665,0.44421944444444444,8.058312892913818,True,9906621691790488.0,0.015834,0.0007917000000000001,7.475895774996388,-11.080763830191342,9906621691790572.0,0.016687,0.009565
2006et,00:42:45.820,-23:33:30.39,0.02224,00:42:45.818,-23:33:40.89,1.418,0.16,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.13,8.999,9.395,11.12,10.984,11.12,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,37.7,-0.219,0.092,-0.028,0.142,0.022,0.009,0.757,0.040,0.023,15.713,0.024,-0.002,33.094,26.495,-52.54,Targeted,,,,,,,,,,,10.690908333333331,-23.561358333333335,1.0,10.690916666666665,-23.558441666666667,10.690963853028352,-23.561420194293788,0.7634077389285434,10.68666521474772,-23.566985684693847,0.23508192168384395,0,10.690916666666665,-23.558441666666667,6.47254490852356,True,9906612789643840.0,0.042134,0.024913,-0.16987090207436495,10.722699457636509,9906612789643684.0,0.01671,0.026419
774,01:41:51.229,-00:52:35.00,0.09283,01:41:51.272,-00:52:36.13,0.747,0.2,1.418,1.417,1.43,1.344,1.332,1.452,9.525,9.524,9.528,10.59,10.518,10.6,-40.291,-40.291,-19.054,-22.659,-99.0,-22.659,34.2,0.015,0.090,-0.003,-0.018,0.032,0.001,0.644,0.281,-0.000,18.685,0.062,-0.001,6.721,5.609,-69.07,Not,Targeted,,,,,,,,,,25.46363333333333,-0.8767027777777778,1.0,25.463454166666665,-0.8763888888888889,25.463689271806924,-0.8767550809765603,0.9995665157422694,25.46550111348949,-0.8762447171294417,0.0004205539712943597,2,25.463454166666665,-0.8763888888888889,2.55442214012146,True,9906621046398664.0,0.103724,0.013388,-0.8463785049329431,1.3182915156170871,9906621046398728.0,0.366036,0.286241
ASASSN-16hc,13:59:04.408,+33:08:20.45,0.05139,13:59:03.944,+33:08:17.91,1.931,0.16,1.456,1.456,1.456,1.456,1.456,1.456,8.731,8.729,8.759,10.834,10.834,10.834,-13.286,-20.774,-13.286,-99.0,-99.0,-99.0,36.2,-0.113,0.071,-0.001,-0.076,0.033,-0.007,1.197,0.307,0.059,16.938,0.036,-0.030,18.329,14.955,74.13,Not,Targeted,,,,,,,,,,209.76643333333328,33.138308333333335,1.0,209.76836666666662,33.13901388888889,209.76644723434254,33.13824682465341,0.9568567279225896,209.76744893387286,33.1419558578323,0.043136971500695016,0,209.76836666666662,33.13901388888889,2.619734764099121,True,9907732857096794.0,0.050934,0.0025467000000000003,6.909956366712322,2.761431247736823,9907732857096810.0,0.068226,0.044313
2003U,17:22:45.659,+62:09:50.40,0.02846,17:22:43.757,+62:09:57.49,3.421,0.0,1.068,0.931,1.214,1.145,1.144,1.248,8.446,8.341,8.682,10.66,10.614,10.66,-8.598,-8.63,-8.598,-8.892,-8.892,-8.892,33.2,-0.119,0.103,-0.023,-0.024,0.034,-0.000,-2.131,0.328,-0.050,16.242,0.042,-0.016,27.07,22.848,-54.03,Targeted,,,,,,,,,,,260.6823208333333,62.16596944444444,1.0,260.69024583333334,62.164,260.6827820238876,62.166054477671466,0.765342542963099,260.6811867407736,62.173586729023015,0.2239519859671725,0,260.69024583333334,62.164,7.51728892326355,True,9907740168159514.0,0.028316,0.0014158,26.869714004556045,-7.396119617271779,9907740168159500.0,0.026762,0.0013381
12950,23:26:40.189,-00:50:25.00,0.08163,23:26:40.126,-00:50:25.79,0.959,0.0,0.985,0.965,1.113,0.946,0.946,0.947,8.943,8.916,8.953,9.895,9.895,9.898,-9.771,-9.855,-9.771,-9.06,-9.06,-9.06,36.0,0.027,0.061,-0.008,0.030,0.022,0.004,-0.389,0.083,-0.007,18.692,0.035,0.007,6.893,5.633,-85.59,Not,Targeted,,,,,,,,,,351.6671916666666,-0.8404972222222222,1.0,351.66745416666663,-0.8402777777777778,351.6672290607177,-0.8405716244592096,0.9998401130966816,351.6801598950029,-0.8280926459211797,0.0,2,351.66745416666663,-0.8402777777777778,2.567919969558716,True,9906621226292844.0,0.058638,0.016702,0.8103814160904221,1.0578480531546308,9906621226293318.0,0.268246,0.169783
AT2016cor,15:44:31.219,+16:18:12.63,0.05097,15:44:31.463,+16:18:14.28,1.287,0.08,1.181,1.089,1.195,1.054,1.035,1.06,8.539,8.521,8.568,10.128,10.127,10.142,-9.06,-10.201,-9.06,-10.207,-10.207,-10.207,24.4,0.213,0.069,-0.077,0.145,0.035,0.022,-0.492,0.314,-0.059,18.103,0.043,-0.001,15.713,14.369,-24.36,Not,Targeted,,,,,,,,,,236.1310958333333,16.303966666666668,1.0,236.13007916666663,16.303508333333333,236.13115171691356,16.30389356827199,0.9927090919290692,236.12844278471374,16.304199415451073,0.0071563270266158125,2,236.13007916666663,16.303508333333333,2.78521990776062,True,9906627536425152.0,0.049543,0.00247715,-3.861180888952731,-1.3868457791701871,9906627536425096.0,0.151464,0.161347
2005hf,01:27:05.970,+19:07:00.50,0.04346,01:27:06.104,+19:06:59.35,0.877,0.2,1.473,1.473,1.481,1.482,1.481,1.487,9.927,9.927,9.938,10.763,10.763,10.779,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,49.2,-0.105,0.088,-0.011,-0.064,0.038,-0.012,-1.928,0.167,-0.072,17.036,0.052,-0.038,13.836,9.279,29.63,Targeted,,,,,,,,,,,21.77543333333333,19.11648611111111,1.0,21.774874999999998,19.116805555555555,21.775516290534163,19.11643823243845,0.990299826421565,21.77388186385223,19.12048204992694,0.006929971863553595,2,21.774874999999998,19.116805555555555,3.090069055557251,True,9906628473785404.0,0.048938,0.007997,-2.3086459229958223,1.3223632215726866,9906628473785364.0,0.259288,0.236105
2007ar,13:21:01.930,+58:33:02.40,0.05361,13:21:02.978,+58:32:56.06,2.33,0.0,1.712,1.572,1.73,1.763,1.762,1.763,9.19,9.131,9.229,11.525,11.525,11.525,-40.291,-42.46,-19.776,-13.488,-99.0,-13.488,58.2,-0.057,0.114,-0.048,-0.016,0.053,0.004,-1.699,0.253,-0.056,17.638,0.078,-0.026,34.514,19.092,35.72,Targeted,,,,,,,,,,,200.2624083333333,58.54890555555556,1.0,200.25804166666666,58.550666666666665,200.26256736792715,58.54884282680137,0.9999974088064433,200.22143942551202,58.53253642467957,0.0,2,200.25804166666666,58.550666666666665,4.611532926559448,True,9907739457751016.0,0.052792,0.0026396,-16.29252453776644,6.565823515063585,9907739457750700.0,1.001576,0.152059
2003ae,09:28:22.579,+27:26:40.70,0.03493,09:28:22.593,+27:26:40.89,0.332,0.0,1.634,1.634,1.634,1.432,1.43,1.432,9.539,9.538,9.539,9.692,9.691,9.73,-11.187,-11.187,-11.187,-13.286,-13.286,-13.286,55.5,-0.162,0.131,-0.055,0.131,0.073,0.013,-1.789,0.248,-0.050,17.059,0.133,-0.006,8.595,5.07,44.61,Targeted,,,,,,,,,,,142.0941375,27.444691666666667,1.0,142.09407916666666,27.44463888888889,142.09413771836623,27.444626406322104,0.9999989781996025,142.10436162530343,27.482806602472017,0.0,2,142.09407916666666,27.44463888888889,5.234995365142822,True,9906631454688148.0,0.03275,0.0016375,-0.21078611844131956,0.04493724042475833,9906631454688282.0,0.667474,0.316951
AT2017oz,14:06:41.539,+30:19:07.77,0.0561,14:06:41.533,+30:19:06.72,0.714,0.16,1.456,1.455,1.456,1.344,1.234,1.418,9.397,9.396,9.397,9.844,9.825,9.917,-11.607,-11.607,-11.607,-10.483,-10.483,-10.483,30.0,-0.044,0.106,-0.043,-0.020,0.052,0.005,-0.059,0.326,-0.045,17.516,0.053,-0.021,5.233,4.562,85.32,Not,Targeted,,,,,,,,,,211.67305416666662,30.318533333333335,1.0,211.67307916666664,30.318825,211.67308733342767,30.31850214621516,0.9989871950064857,211.67176435964848,30.318623494268692,0.0007410760700201409,2,211.67307916666664,30.318825,2.620137929916382,True,9906632381172896.0,0.055689,0.0027844500000000004,-0.029400339724361402,1.1622736254267352,9906632381172868.0,0.551766,0.483226
2006N,06:08:31.240,+64:43:25.10,0.01402,06:08:30.355,+64:43:25.34,1.02,0.18,1.481,1.481,1.482,1.481,1.481,1.482,9.948,9.948,9.948,10.564,10.564,10.564,-99.0,-99.0,-99.0,-21.221,-21.221,-21.221,48.0,0.087,0.142,-0.012,-0.027,0.030,-0.002,-2.062,0.066,-0.030,14.876,0.060,-0.015,25.792,17.671,-15.52,Targeted,,,,,,,,,,,92.12647916666666,64.72370555555555,1.0,92.13016666666667,64.72363888888889,92.14021538937924,64.72079496339627,0.7736666775656378,92.14766001510742,64.72176909579356,0.10548528522699815,0,92.13016666666667,64.72363888888889,5.177810907363892,False,9907740571992768.0,0.118134,0.171848,-36.17540176524585,10.238131773405712,9907740571992840.0,0.273582,0.141022
18241,20:49:33.059,-00:45:42.19,0.0939,20:49:32.994,-00:45:42.84,1.869,0.02,1.089,0.816,1.418,1.037,1.004,1.16,8.607,8.479,8.711,9.513,9.463,9.768,-9.656,-10.083,-9.656,-10.528,-10.679,-10.528,35.6,0.187,0.146,0.013,-0.077,0.027,-0.009,-1.119,0.128,-0.018,18.951,0.052,-0.012,3.712,3.048,-31.0,Not,Targeted,,,,,,,,,,312.38747499999994,-0.7619,1.0,312.3877458333333,-0.7617194444444444,312.3875185727668,-0.7619354179029566,0.9996040773787844,312.3868418501482,-0.7608954232890544,2.110766237208189e-05,2,312.3877458333333,-0.7617194444444444,2.4708030223846436,True,9906621216002444.0,0.134154,0.021584,0.81813803951718,0.777504450643951,9906621216002420.0,0.456266,0.106955
ASASSN-15pm,01:38:36.096,-04:40:47.27,0.04853,01:38:36.728,-04:40:57.69,4.339,0.0,1.432,1.399,1.456,1.243,1.243,1.243,7.8,7.788,7.828,10.667,10.667,10.668,-15.569,-15.569,-15.569,-10.483,-10.483,-10.483,68.7,-0.198,0.066,-0.029,-0.039,0.033,0.001,-0.030,0.195,-0.031,16.983,0.039,-0.021,26.801,10.925,6.1,Not,Targeted,,,,,,,,,,24.65303333333333,-4.682691666666667,1.0,24.650399999999998,-4.679797222222223,24.64952248475924,-4.6800582383317675,0.5718270355372006,24.653072735728124,-4.68274465374227,0.4128445192476829,1,24.650399999999998,-4.679797222222223,3.1638498306274414,False,9906619631799060.0,0.036765,0.021195,3.159054866733868,0.9396579943615535,9906619631799164.0,0.041891,0.010453
2010Y,10:51:03.900,+65:46:46.99,0.01228,10:51:02.958,+65:46:53.80,2.106,0.16,1.488,1.488,1.489,1.442,1.442,1.442,8.937,8.937,9.08,10.02,10.019,10.02,-17.61,-33.782,-17.61,-19.054,-19.054,-19.054,44.0,0.202,0.162,-0.010,-0.031,0.032,-0.004,-2.534,0.085,-0.059,14.758,0.037,-0.013,28.662,21.011,28.05,Targeted,,,,,,,,,,,162.76232499999998,65.7816111111111,1.0,162.76624999999999,65.77971944444444,,,,,,,5,162.76624999999999,65.77971944444444,4.508197069168091,False,,,,,,,,
2005be,14:59:32.719,+16:40:11.60,0.03411,14:59:33.074,+16:40:07.02,2.291,0.2,0.958,0.957,0.969,1.452,1.452,1.453,9.062,9.056,9.083,10.581,10.581,10.581,-9.359,-9.359,-9.359,-11.617,-11.617,-11.617,68.3,0.014,0.080,0.039,-0.109,0.027,-0.035,-1.866,0.066,-0.063,16.533,0.042,-0.061,22.278,9.225,5.74,Targeted,,,,,,,,,,,224.88780833333328,16.66861666666667,1.0,224.88632916666663,16.66988888888889,224.8878057172856,16.668579272746747,0.9976487038982866,224.88149367389858,16.66984343474258,0.0022155655860816815,2,224.88632916666663,16.66988888888889,6.740047931671143,True,9906627714744666.0,0.033557,0.0016778499999999998,-5.315582228308813,4.714618111719915,9906627714744566.0,0.124541,0.053459
2009ad,05:03:33.379,+06:39:35.70,0.02837,05:03:33.188,+06:39:26.65,1.739,0.14,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.214,9.074,9.249,10.685,10.684,10.685,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,66.2,-0.037,0.087,-0.005,-0.047,0.031,-0.006,0.177,0.075,-0.016,15.936,0.066,-0.022,37.301,16.553,-70.38,Targeted,,,,,,,,,,,75.88828333333333,6.6574027777777784,1.0,75.88907916666666,6.659916666666667,,,,,,,0,75.88907916666666,6.659916666666667,,,,,,,,,,
ATLAS17axb,13:43:23.259,-19:56:37.14,0.03142,13:43:23.034,-19:56:37.17,1.191,0.12,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.87,8.864,8.9,9.843,9.842,9.844,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,38.1,-0.108,0.057,-0.010,-0.053,0.037,-0.002,-0.186,0.172,-0.012,16.116,0.071,-0.015,14.068,11.199,48.56,Not,Targeted,,,,,,,,,,205.84597499999998,-19.943658333333335,1.0,205.84691249999997,-19.94365,,,,,,,0,205.84691249999997,-19.94365,,,,,,,,,,
